coursecode,coursename,gsc,credits,tag,crn,avail_seats,max_seats,time,day,location,instructor,notes
ENG 381,Film| Media| and Cul,1 IP,4.00 cr.,,12098,0,44,1200-1350,mw,301 GER,McGuffie A,
BI 402,Superv College Teach,,1.00-6.00 cr.,,11075,12,12,tba,tba,tba,Wetherwax P,
ARTC 255,Intro to Ceramics,,4.00 cr.,,10644,1,15,0900-1150,tr,105B ART,Gillis B,!$ABM
HPHY 601,Research,,1.00-16.00 cr.,,12972,60,60,tba,tba,tba,STAFF,
CHN 305,Hist of Chinese Lit,1 IC,4.00 cr.,+ Dis,16082,18,25,1000-1050,f,123 LLCN,tba,
ANTH 403,Thesis,,1.00-12.00 cr.,,10311,10,10,tba,tba,tba,STAFF,
ARCH 409,Prac Portland,,2.00-6.00 cr.,,10386,10,10,tba,tba,tba,Miller Dowell A,p
CDS 665,Lang Dis in Young Chld,,4.00 cr.,,11236,35,35,0800-0950,mw,276 ED,tba,
CDS 458,Audiol Disorders & Tx,,4.00 cr.,,16745,16,80,1730-1920,mw,220 HED,Swem K,!
ARCH 470,Building Construction,,4.00 cr.,+ Lab,10423,3,16,1730-1920,w,278 LA,tba,M
GEOL 415,Field Geophysics,,4.00 cr.,,16778,12,15,1500-1550,tr,101 CAS,Toomey D,!
CHN 503,Thesis,,1.00-6.00 cr.,,11485,10,10,tba,tba,tba,STAFF,
ARCH 484,Arch Design,,6.00 cr.,,10430,78,120,1300-1650,mwf,TBA,tba,!$M
DAN 608,Wrk Rehearsal & Perf,,1.00-2.00 cr.,,11811,15,15,tba,tba,tba,tba,!
BI 359,Plant Biology,,4.00 cr.,+ Dis,16402,0,20,1200-1250,f,112 HUE,tba,a
AEIS 111,Intermed Academic Writ,,4.00 cr.,,15978,0,0,1400-1550,tr,361 PLC,tba,!Aa
EALL 605,Reading,,1.00-16.00 cr.,,11855,10,10,tba,tba,tba,STAFF,
ENG 244,Intro Native Amer Lit,1 IP,4.00 cr.,,12080,6,30,1200-1320,tr,102 PETR,Brown K,
BA 317,Mkt: Valu for Customer,,4.00 cr.,,10891,0,56,tba,,WEB,Veltri F,!ANdW
AAAP 610,Thesis Proposal,,3.00 cr.,,10044,13,20,1500-1750,m,263 LA,Minor R,M
EC 311,Interm Microec Theory,,4.00 cr.,,11898,57,90,1400-1550,mw,101 JAQ,Burlando A,!GY
EDST 231,Teaching in the 21st C,,4.00 cr.,,12000,0,28,1200-1350,tr,116 ESL,Sundstrom-Hebert K,
GEOL 201,Earth's Interior Heat,3,4.00 cr.,Lecture,12581,22,66,0900-0950,mwf,112 LIL,Thomas A,L
AAD 406,Special Problems,,1.00-6.00 cr.,,10064,10,10,tba,tba,tba,STAFF,
ACTG 503,Thesis,,1.00-16.00 cr.,,10122,20,20,tba,tba,tba,STAFF,p
EDLD 560,Measurement & Assess,,2.00 cr.,,11960,21,30,1600-1750,t,WEB,Scalise K,!W
ARTD 250,Print Media Digit Arts,,4.00 cr.,+ Lab,10667,0,20,1400-1550,tr,101A MCK,tba,Ab
ARTP 601,Research,,1.00-12.00 cr.,,10790,50,50,tba,tba,tba,STAFF,$
EDLD 609,Practicum,,1.00-16.00 cr.,,11972,30,30,tba,tba,tba,STAFF,a
CINE 399,Sp St Art Cinema,,4.00 cr.,,16616,12,40,1600-1750,mw,214 MCK,Steinhart D,AGMj
AAAP 410,Cultural Resource Mgmt,,3.00 cr.,,16837,5,5,1200-1320,tr,WSB,Ranzetta K,
CIS 210,Computer Science I,4,4.00 cr.,+ Lab,11543,0,20,1400-1450,w,026 KLA,tba,
BA 240,Managing Business Info,,4.00 cr.,+ Lab,10882,0,55,1100-1150,f,225 CHI,tba,AY
GEOG 633,Progress Geog Info Sci,,1.00 cr.,,12562,10,10,tba,tba,tba,Lobben A,
BI 608,Special Topics,,1.00-5.00 cr.,,11193,10,10,tba,tba,tba,STAFF,
HIST 104,World History,2 IC,4.00 cr.,+ Dis,12783,21,25,1000-1050,r,301 CON,tba,
ARTM 406,Special Problems,,1.00-8.00 cr.,,10738,10,10,tba,tba,tba,STAFF,$
CPSY 602,Superv College Teach,,1.00-5.00 cr.,,11683,9,10,tba,tba,tba,STAFF,M
ARCH 383,Architectural Des III,,6.00 cr.,,10361,3,17,1300-1650,mwf,TBA,tba,!$M
ARCH 619,Terminal Project,,1.00-9.00 cr.,,10527,10,10,tba,tba,tba,STAFF,
CH 601,Res Signal Transduct,,1.00-16.00 cr.,,11419,15,15,tba,tba,tba,Prehoda K,k
BI 380,Evolution,,4.00 cr.,+ Dis,16169,0,25,1500-1550,w,5 KLA,tba,a
FHS 213,Issues Children & Fam,2,4.00 cr.,,12232,0,120,1200-1350,mw,145 STB,Walters K,
HIST 363,American Business Hist,,4.00 cr.,,16259,17,95,1400-1520,tr,229 MCK,Valiani A,
ES 450,Race and Incarceration,,4.00 cr.,,16900,2,20,1600-1720,tr,276 ED,Hames-Garcia M,
INTL 101,Intro to Intl Issues,2 IC,4.00 cr.,+ Dis,13033,0,24,1600-1650,r,214 MCK,tba,
FR 609,Prac 1st Yr Pedagogy,,2.00 cr.,,12459,15,15,tba,tba,tba,Dickey C,A
ENG 469,Top Lit & Environment,,4.00 cr.,,16994,13,25,1400-1450,mwf,307 VOL,Dawson B,!
ASIA 605,Reading,,1.00-6.00 cr.,,10848,10,10,tba,tba,tba,STAFF,
COLT 101,Intro Comparative Lit,1 IP,4.00 cr.,Lecture,11635,33,80,1100-1150,mwf,208 DEA,Brundan K,U
ENG 428,Old English I,,4.00 cr.,,12113,16,40,1200-1250,mwf,112 ESL,Clark S,!Mk
BI 214,Gen Bio IV: Mechanisms,3,4.00 cr.,+ Lab,10984,0,28,1600-1850,w,13 KLA,Kelly A,b
IARC 584,Interior Design,,6.00 cr.,,13023,18,18,1300-1650,mwf,TBA,tba,!$M
ARTF 605,Reading,,1.00-6.00 cr.,,10728,10,10,tba,tba,tba,STAFF,
ACTG 603,Dissertation,,1.00-16.00 cr.,,10128,20,20,tba,tba,tba,STAFF,p
GEOG 410,Mountain Geography,,4.00 cr.,,16452,13,25,1400-1520,mw,206 CON,Fonstad M,
BE 605,Reading,,1.00-16.00 cr.,,10924,20,20,tba,tba,tba,STAFF,p
HPHY 607,Seminar Athl Cur Prof,,1.00 cr.,,16201,15,15,1200-1250,w,132 ESL,Golden G,
GEOL 472,Aqueous Min Gas Equil,,4.00 cr.,,16002,11,15,1000-1120,tr,202 CAS,Reed M,!
HPHY 212,Evid| Infer| & Biostat,,4.00 cr.,+ Dis,12870,0,20,1000-1050,t,B012 ONY,tba,B
CIS 110,Fluency with Info Tech,3,4.00 cr.,+ Lab,11516,13,32,1600-1650,r,026 KLA,tba,
FHS 330,Indiv & Grp Interven I,,4.00 cr.,,12240,29,60,1200-1350,tr,276 ED,Walters K,!M
DAN 552,Dance Composition III,,3.00 cr.,,17143,10,10,1200-1350,mw,354 GRX,Mockli S,$
ARCH 610,Intro Arch Computing,,2.00 cr.,Lecture,10524,26,26,1000-1150,tr,279 LA,Speranza P,M
AEIS 112,Adv Academic Writing,,4.00 cr.,,15980,0,18,1400-1550,tr,221 FR,Quick B,!Aa
CIS 407,Sem Career/Internships,,2.00 cr.,,11572,0,0,1530-1650,w,220 DES,Wills E,
CH 227,Gen Chemistry Lab,,2.00 cr.,+ Lab,11307,20,20,1200-1450,f,115 KLA,Greenbowe T,AU
GER 221,Postwar Germany,1 IC,4.00 cr.,+ Dis,12658,0,20,1100-1150,f,225 FR,tba,K
COLT 232,Literature and Film,1 IC,4.00 cr.,+ Dis,16484,0,20,1200-1250,r,45 COL,tba,
AEIS 102,Adv Academic Oral Comm,,4.00 cr.,,10152,18,18,1200-1350,tr,101 VOL,Rice J,!Aa
ANTH 161,Intro Cultural Anth,2 IC,4.00 cr.,+ Dis,10212,1,15,1100-1150,f,104 CON,tba,
HPHY 412,Sleep Physiology,,4.00 cr.,Lecture,12959,0,28,1400-1520,tr,121 MCK,Lovering A,!$M
HIST 568,Pacific Northwest,,4.00 cr.,,16710,5,5,1000-1120,tr,175 LIL,Beda S,
FR 312,Survey: Francoph Lit,1 IC,4.00 cr.,,16050,5,20,1400-1520,mw,214 FR,Djiffack A,!A
COLT 370,Comparative Comics,1 IP,4.00 cr.,,16522,9,30,0830-0950,mw,300 VIL,Reid-Olds T,
ANTH 362,Human Biol Variation,3 IP,4.00 cr.,+ Dis,16362,7,20,1000-1050,r,368 CON,tba,
EC 320,Intro to Econometrics,,4.00 cr.,Lecture,11905,46,125,0830-0950,tr,240C MCK,Mueller R,!G
ENG 404,Intern Read/Wr Assoc,,1.00-4.00 cr.,,12107,20,20,tba,tba,tba,STAFF,!
ART 199,Sp St Garden Paper,,1.00 cr.,,10620,10,12,1300-1650,su 10/15-10/16,190 LA,Childers R,$APV
ANTH 542,NW Coast Archaeology,,4.00 cr.,,16377,3,5,1000-1150,mw,246 GER,Moss M,
ENG 528,Old English I,,4.00 cr.,,12123,16,40,1200-1250,mwf,112 ESL,Clark S,kM
INTL 101,Intro to Intl Issues,2 IC,4.00 cr.,Lecture,13032,92,209,1200-1320,tr,182 LIL,Martin G,U
EC 201,Intro Econ Analy Micro,2,4.00 cr.,+ Dis,11873,27,49,1000-1050,f,212 LIL,tba,
BA 352,Leadership & Communic,,4.00 cr.,,16401,31,36,1600-1750,tr,245 LIL,tba,!AMYkx
ARCH 484,Arch Design,,6.00 cr.,,10439,15,20,1300-1650,mwf,WSB,STAFF,!$Mp
HPHY 362,Tissue Injury & Repair,,4.00 cr.,+ Lab,12924,12,22,1000-1150,m,6 SRC,tba,M
INTL 542,S Asia: Dev & Soc Chng,,4.00 cr.,,16537,7,10,1600-1720,tr,360 CON,Weiss A,
GEOG 141,Natural Environment,3,4.00 cr.,+ Dis,12469,20,22,1000-1050,f,206 CON,tba,U
CH 601,Res Transcription Mech,,1.00-16.00 cr.,,11408,5,5,tba,tba,tba,Hawley D,k
EC 320,Intro to Econometrics,,4.00 cr.,,11910,44,75,tba,,WEB,Thoma M,!
CIS 471,Intro Artificial Intel,,4.00 cr.,,11587,0,30,1600-1720,mw,246 GER,Lowd D,!
HPHY 512,Sleep Physiology,,4.00 cr.,+ Lab,12968,1,1,1800-2050,m,4 SRC,tba,!
BI 211,Gen Biol I: Cells,3,4.00 cr.,Lecture,10953,87,181,0900-0950,mwf,123 GSH,Postlethwait J,!$Y
EC 202,Intro Econ Analy Macro,2,4.00 cr.,+ Dis,11894,8,49,1100-1150,f,111 LIL,tba,
CHN 350,Gend/Sex Trad Chn Lit,1 IP,4.00 cr.,,16085,11,40,1000-1120,tr,360 CON,Epstein M,!
INTL 444,Dev/Soc Ch SE Asia,IC,4.00 cr.,,16531,31,35,1600-1750,tr,303 GER,Carpenter K,
CH 405,Reading,,1.00-16.00 cr.,,11375,5,5,tba,tba,tba,STAFF,
AEIS 107,Read Academ Discourse,,4.00 cr.,,10155,17,22,1200-1350,mw,140 ALL,Dold C,!Aa
HIST 104,World History,2 IC,4.00 cr.,+ Dis,16103,21,25,1000-1050,r,154 STB,tba,
HIST 104,World History,2 IC,4.00 cr.,+ Dis,16104,20,25,1400-1450,r,254 STB,tba,
CH 601,Res Biomol Struc/Spect,,1.00-16.00 cr.,,11421,10,10,tba,tba,tba,De Rose V,k
HIST 515,Top World Depression,,4.00 cr.,,16490,5,5,1200-1320,tr,175 LIL,Pope D,
AIM 607,Sem Data-Driven Orgs,,3.00 cr.,,16578,20,20,tba,10/24-12/09,WEB,McFall K,!$PTWV
ARH 315,Hist of World Arch II,1,4.00 cr.,+ Dis,16210,22,25,1100-1150,m,241 LA,tba,
CIS 111,Intro Web Programming,4,4.00 cr.,+ Lab,11522,3,29,1200-1250,r,026 KLA,tba,
EDST 458,Observ: Equal Opp I,,1.00 cr.,,16839,0,25,tba,tba,tba,Franklin-Phipps A,!$Mh
CLAS 301,Greek & Roman Epic,1,4.00 cr.,,16825,0,30,1400-1550,mw,203 CON,Chamberlain D,
FHS 405,Reading,,1.00-5.00 cr.,,12245,25,25,tba,tba,tba,STAFF,
ART 233,Drawing I,,4.00 cr.,,10622,6,16,1500-1750,mw,141 LA,Morgan M,$ABM
ARCH 507,Sem Thesis Design Prep,,3.00 cr.,,10448,12,12,1300-1550,t,WSB,tba,!Mp
GEOG 585,Remote Sensing I,,4.00 cr.,+ Lab,16460,0,0,1000-1150,m,442 MCK,tba,
CH 341,Majr Trk Org Chem I,,4.00 cr.,+ Dis,11335,4,12,1500-1650,w,171 ONY,Koscho M,M
CIS 422,Software Method I,,4.00 cr.,,11583,1,36,1100-1150,mwf,252 STB,Faulk S,!AM
GEOG 141,Natural Environment,3,4.00 cr.,+ Dis,12466,19,22,0900-0950,r,206 CON,tba,
BI 610,Molecular Genetics,,4.00 cr.,,11195,23,25,1100-1220,mw,217 LISB,Libuda D,
GER 601,Research,,1.00-6.00 cr.,,12682,10,10,tba,tba,tba,STAFF,
BI 503,Thesis,,1.00-16.00 cr.,,11107,10,10,tba,tba,tba,STAFF,
CH 227,Gen Chemistry Lab,,2.00 cr.,+ Lab,11287,13,20,0800-1050,r,127 KLA,Greenbowe T,A
CH 227,Gen Chemistry Lab,,2.00 cr.,+ Lab,11311,0,0,0800-1050,f,115 KLA,Greenbowe T,A
ARTO 590,Iss & Prac Photography,,3.00 cr.,,10766,9,15,0900-1150,t,157 MR3,Jude R,!$AM
ART 404,Internship,,1.00-12.00 cr.,,10630,10,10,tba,tba,tba,STAFF,
HIST 101,Western Civilization,2,4.00 cr.,+ Dis,12779,10,23,1400-1450,m,373 MCK,tba,
CH 227,Gen Chemistry Lab,,2.00 cr.,+ Lab,11267,0,0,0800-1050,t,127 KLA,Greenbowe T,A
ENVS 567,Sustain Agriculture,,4.00 cr.,,12197,1,6,1000-1150,tr,30 PAC,Martin G,!$h
GEOL 331,Mineralogy,,5.00 cr.,+ Lab,12597,5,12,1000-1150,tr,143 COL,tba,
EURO 403,Thesis,,1.00-9.00 cr.,,12230,10,10,tba,tba,tba,STAFF,
EC 421,Intro Econometrics,,4.00 cr.,+ Lab,11926,19,32,1730-1850,m,442 MCK,tba,
CIS 322,Intro Software Engin,,4.00 cr.,Lecture,17129,34,50,1000-1120,tr,102 DEA,Young M,!
ANTH 163,Origin of Storytelling,3 IC,4.00 cr.,+ Dis,10228,0,15,1200-1250,m,204 CON,tba,
BI 214,Gen Bio IV: Mechanisms,3,4.00 cr.,+ Lab,10987,0,28,1600-1850,r,13 KLA,Kelly A,b
AEIS 101,Intro Acad Oral Comm,,4.00 cr.,,10138,22,22,0800-0950,mw,140 ALL,Wills-Gordon M,!Aa
CH 601,Res Theo Physical Chem,,1.00-16.00 cr.,,11404,5,5,tba,tba,tba,Cina J,k
ANTH 175,Evolutionary Medicine,3,4.00 cr.,+ Lab,10247,12,15,1600-1650,f,330 CON,tba,
FR 605,Reading,,1.00-6.00 cr.,,12457,7,10,tba,tba,tba,STAFF,A
FLR 409,Practicum,,1.00-6.00 cr.,,12403,10,10,tba,tba,tba,STAFF,
EDST 633,Second-Lang Concepts,,4.00 cr.,,12033,14,15,1100-1450,m,116 ED,O Connor M,M
ART 407,Sem Vis Artist Lecture,,1.00 cr.,,10632,117,119,1800-1950,r,115 LA,tba,$A
CH 610,Genome Function J Club,,1.00 cr.,,11439,15,15,1600-1650,r,225 SGR,Hawley D,k
ARTD 410,Motion Graphics,,4.00 cr.,,17000,4,18,1200-1450,mw,125 MR2,Park J,!$AM
GEOG 581,GIScience I,,4.00 cr.,+ Lab,12532,0,0,1000-1150,t,442 MCK,tba,
EDST 631,Lit to Young People,,4.00 cr.,,12032,24,25,1100-1450,w,176 ED,Rath C,M
FHS 320,Instr Mth Early Chld I,,1.00 cr.,,12235,32,50,tba,,WEB,Moxley-South K,!M
BI 320,Molecular Genetics,,4.00 cr.,+ Dis,11009,0,25,1000-1050,f,111 HUE,Prikryl J,a
COLT 360,Gender & Ident in Lit,1 IP,4.00 cr.,,16479,0,30,1200-1320,mw,201 CON,Myers J,
EC 202,Intro Econ Analy Macro,2,4.00 cr.,+ Dis,11882,48,48,0800-0850,f,116 ESL,tba,Q
HIST 609,Superv Tutoring,,1.00-3.00 cr.,,12855,18,18,tba,tba,tba,STAFF,
ARH 204,Hist Western Art I,1,4.00 cr.,+ Dis,10544,0,0,1400-1450,f,241 LA,tba,
CIS 210,Computer Science I,4,4.00 cr.,+ Lab,11540,0,19,0900-0950,t,026 KLA,tba,
ANTH 175,Evolutionary Medicine,3,4.00 cr.,+ Lab,10259,11,15,1000-1050,f,330 CON,tba,
CH 237,Adv Gen Chemistry Lab,,2.00 cr.,+ Lab,11315,10,10,1200-1450,t,169 ONY,Nell B,A
BA 453,Bus Strategy & Plan,,4.00 cr.,,10914,0,40,1200-1350,mw,285 LIL,Heidl R,!AMnY
AEIS 111,Intermed Academic Writ,,4.00 cr.,,10180,0,0,1400-1550,mw,140 ALL,Davy B,!Aa
HIST 407,Sem Stalinism,,5.00 cr.,,16420,1,12,1300-1550,f,471 MCK,Hessler J,
DAN 508,Wrk Rehearsal & Perf,,1.00-3.00 cr.,,11793,25,25,1600-1750,mtwrf,353 GRX,Garner B,!b
BI 401,Res Neural Basis Behav,,1.00-16.00 cr.,,11071,10,10,tba,tba,tba,Jaramillo S,
ARTM 405,Reading,,1.00-6.00 cr.,,10737,10,10,tba,tba,tba,STAFF,
CIS 111,Intro Web Programming,4,4.00 cr.,+ Lab,11529,11,29,1400-1450,r,026 KLA,tba,
COLT 301,Approaches Compar Lit,1 IP,4.00 cr.,,16480,5,30,0830-0950,tr,300 VIL,Brundan K,
BI 409,Practicum,,1.00-12.00 cr.,,11093,20,20,tba,tba,tba,STAFF,
GEOL 401,Research,,1.00-21.00 cr.,,12602,10,10,tba,tba,tba,STAFF,
COLT 603,Dissertation,,1.00-16.00 cr.,,11663,20,20,tba,tba,tba,STAFF,Mc
ANTH 175,Evolutionary Medicine,3,4.00 cr.,+ Lab,10255,4,15,1100-1150,r,330 CON,tba,
GEOL 101,Earth's Dynam Interior,3,4.00 cr.,+ Lab,12576,0,28,1200-1250,r,47 COL,tba,
FR 480,Top End of the Century,,4.00 cr.,,12453,8,15,1400-1650,m,151 STB,Gould E,!A
GEOL 101,Earth's Dynam Interior,3,4.00 cr.,+ Lab,12570,12,28,1200-1250,w,47 COL,tba,
ES 101,Intro Ethnic Studies,2 AC,4.00 cr.,+ Dis,12215,20,25,0900-0950,f,240B MCK,Burke L,U
BI 401,Res Deep Sea Biology,,1.00-16.00 cr.,,11057,10,10,tba,,OIMB,Young C,
ARTO 490,Iss & Prac Photography,,3.00 cr.,,10764,9,15,0900-1150,t,157 MR3,Jude R,!$AM
HIST 491,Medic & Soc Premod Jpn,IC,4.00 cr.,,16563,19,30,1300-1350,mwf,175 LIL,Goble A,
FIN 675,Fixed Inc Securities,,3.00 cr.,,16405,27,40,1200-1320,tr,245 LIL,Chalmers J,!AM
EC 350,Labor Market Issues,2,4.00 cr.,,11914,46,90,0830-0950,mw,125 MCK,Imboden C,!G
EC 311,Interm Microec Theory,,4.00 cr.,,11900,20,90,1400-1550,tr,125 MCK,Selby R,!G
CDS 652,Speech Sound Disord,,4.00 cr.,,11232,35,35,0800-0950,tr,276 ED,tba,M
CINE 320,Beginning Screenwrit,,4.00 cr.,,11500,6,17,1400-1550,tr,240B MCK,Kawai M,!AGMd
AEIS 610,Oral Comm Grad Studnts,,3.00 cr.,,16826,16,16,1400-1520,tr,130 GSH,Heitman C,Aa
ANTH 470,Stat Analy Biol Anth,,4.00 cr.,Lecture,16369,2,10,1200-1350,w,313 CON,White F,!
AAA 508,Wrk Expl Design Career,,1.00 cr.,,17032,25,25,tba,,WEB,Dellabough K,
ARH 410,Art & Politics,,4.00 cr.,,16820,1,10,0900-1020,mf,241 LA,Harper J,
CH 227,Gen Chemistry Lab,,2.00 cr.,+ Lab,11278,0,0,0800-1050,w,115 KLA,Greenbowe T,A
ARH 210,Cntmp Asian Art & Arch,1 IC,4.00 cr.,+ Dis,16667,18,25,1300-1350,m,241 LA,tba,
ANTH 270,Intro Biological Anth,3,4.00 cr.,Lecture,10266,68,120,1000-1120,mw,240A MCK,Ulibarri L,
CH 341,Majr Trk Org Chem I,,4.00 cr.,Lecture,11333,21,72,0900-0950,mwf,145 STB,Koscho M,!Mb
EC 480,International Finance,,4.00 cr.,,11936,0,80,1400-1520,mw,302 GER,Chakraborty S,!
AEIS 102,Adv Academic Oral Comm,,4.00 cr.,,10151,0,18,1000-1150,tr,103 PETR,Evans B,!Aa
DAN 405,Reading,,1.00-21.00 cr.,,11767,10,10,tba,tba,tba,STAFF,
ARTO 250,Intro to Photography,,4.00 cr.,,10754,4,16,1500-1750,mw,113 MR1,Warpinski T,!$ABM
BI 401,Research,,1.00-16.00 cr.,,11030,10,10,tba,tba,tba,STAFF,
CIS 122,Intro Prg & Prob Solv,4,4.00 cr.,+ Lab,11533,0,20,1100-1150,r,026 KLA,tba,
BA 215,Lang of Bus Decision,,4.00 cr.,,10873,40,60,1600-1750,mw,162 LIL,Dolan S,!ANY
ANTH 270,Intro Biological Anth,3,4.00 cr.,+ Lab,10272,13,20,1400-1450,t,368 CON,tba,
ARH 204,Hist Western Art I,1,4.00 cr.,Lecture,10541,47,100,1300-1350,mwf,115 LA,Hurwit J,
BI 132,Intro Animal Behavior,3,4.00 cr.,+ Dis,10951,20,25,1600-1650,t,130 HUE,Schlenoff D,aU
ENG 691,Compos Theo: Topic,,5.00 cr.,,16551,6,16,1400-1650,r,253 PLC,Crosswhite J,
CH 227,Gen Chemistry Lab,,2.00 cr.,+ Lab,11298,20,20,0800-1050,f,109 KLA,Greenbowe T,AU
ARTO 609,Term Creative Proj MFA,,1.00-12.00 cr.,,10772,10,10,tba,tba,tba,STAFF,$
CPSY 607,Sem Doc Res Adolescent,,1.00-5.00 cr.,,16097,14,14,1000-1150,f,345 MCK,tba,M
HIST 569,Top Indian Removal,,4.00 cr.,,16536,5,5,1400-1550,tr,175 LIL,Ostler J,
EDST 456,Equal Opp: Col/Genocid,,3.00 cr.,,16842,3,25,1400-1520,tr,146 HED,Sabzalian L,!Mh
BI 607,Sem Microb Ecol Evol,,1.00 cr.,,11191,14,15,1900-1950,w,TBA,Bohannan B,
ACTG 213,Intro Accounting II,,4.00 cr.,+ Lab,10105,0,26,1600-1650,r,471 MCK,tba,A
ARCH 407,Sem Thesis Design Prep,,3.00 cr.,,10376,5,5,0900-1150,t,WSB,Gast G,Mp
FHS 330,Indiv & Grp Interven I,,4.00 cr.,,12239,2,60,1200-1350,tr,176 ED,Walters K,!M
ENG 695,Top Queer TV,,5.00 cr.,,12144,10,16,0900-1150,f,253 PLC,Miller Q,M
HIST 468,Pacific Northwest,,4.00 cr.,,16709,12,30,1000-1120,tr,175 LIL,Beda S,
EC 607,Sem Time Series Econ,,4.00 cr.,,11955,15,18,1000-1150,mw,410 PLC,Piger J,
BI 359,Plant Biology,,4.00 cr.,+ Dis,16177,0,20,1000-1050,f,112 HUE,tba,a
ARCH 561,Structural Behavior,,4.00 cr.,+ Lab,10477,2,14,1600-1750,t,100 LA,tba,M
CIS 122,Intro Prg & Prob Solv,4,4.00 cr.,+ Lab,11536,12,20,1200-1250,f,026 KLA,tba,
EDST 411,Childhood Studies,,3.00 cr.,,12005,0,35,1400-1650,r,142 HED,Knowles C,v
ARH 510,Empire Aztec/Inca/Sp,,4.00 cr.,,17111,11,12,1230-1350,mw,202 CAS,tba,
ENVS 201,Intro Env Stu: Soc Sci,2,4.00 cr.,+ Dis,12156,22,22,1100-1150,f,142 COL,tba,AU
ENG 407,Sem 20th Cent Lit,,4.00 cr.,,12110,8,15,1400-1650,m,222 LIB,Peppis P,rM
CIS 110,Fluency with Info Tech,3,4.00 cr.,+ Lab,11512,13,32,1100-1150,w,026 KLA,tba,
ASTR 123,Galax & Expand Univers,3,4.00 cr.,,10859,69,120,1200-1350,t,100 WIL,Schombert J,
GEOL 353,Geologic Hazards,3,4.00 cr.,,12599,30,50,tba,,WEB,Mckay D,!
ITAL 601,Research,,1.00-6.00 cr.,,13127,10,10,tba,tba,tba,STAFF,A
CIS 322,Intro Software Engin,,4.00 cr.,+ Lab,17130,18,25,1400-1450,t,100 DES,tba,
ACTG 610,Dev Bus Professional,,1.00 cr.,,10134,30,46,1000-1150,f,275 LIL,Clement R,AM
FHS 409,Prac Peer Health Ed,,1.00-3.00 cr.,,16935,20,20,tba,tba,tba,Godon-Bynum A,!
DAN 606,Special Problems,,1.00-16.00 cr.,,11808,5,5,tba,tba,tba,STAFF,
GEOG 141,Natural Environment,3,4.00 cr.,+ Dis,12462,6,22,0900-0950,t,206 CON,tba,
BI 554,Estuarine Biology,,5.00 cr.,,11120,7,24,0830-1650,t,OIMB,Emlet R,$f
ART 614,Graduate Studio,,4.00 cr.,,10641,27,30,tba,tba,tba,STAFF,!AM
AAAP 601,Research,,1.00-6.00 cr.,,10038,20,20,tba,tba,tba,STAFF,
EALL 460,Teach East Asian Lang,,2.00 cr.,,11850,2,2,0800-1650,mtwrf9/19-9/23,101 VIL,tba,!PV
CH 405,Read Fellowshp App Skl,,1.00 cr.,,11376,5,5,tba,tba,tba,Pluth M,
ARTO 405,Reading,,1.00-6.00 cr.,,10758,10,10,tba,tba,tba,STAFF,
BI 607,Sem Microb Ecol Evol,,1.00 cr.,,11188,24,25,1500-1550,f,327 PAC,Bohannan B,
EDLD 647,Profession Iss Ed I,,1.00 cr.,,11980,15,24,1700-1750,w,WEB,Hollenbeck K,
GEOG 323,Biogeography,3,4.00 cr.,+ Lab,12496,16,22,1500-1550,t,206 CON,tba,
EC 407,Sem Careers in Econ,,2.00 cr.,,11923,22,30,1200-1350,t,105 ESL,Sherman B,
ANTH 405,Reading,,1.00-21.00 cr.,,10312,10,10,tba,tba,tba,STAFF,
EC 201,Intro Econ Analy Micro,2,4.00 cr.,+ Dis,11875,7,49,1300-1350,f,162 LIL,tba,
ANTH 250,Intro Mid East Studies,2 IC,4.00 cr.,,16093,9,40,1200-1320,mw,260 CON,Baxter D,
EDST 111,Educ Iss & Problems,2,4.00 cr.,,16473,70,70,0830-0950,tr,101 LIB,Heffernan J,!U
CH 601,Res Supramol Chem,,1.00-16.00 cr.,,11420,15,15,tba,tba,tba,Johnson D,k
ASTR 121,The Solar System,3,4.00 cr.,,10857,0,90,1400-1450,mwf,240A MCK,Johnson E,
HPHY 333,Motor Control,,4.00 cr.,+ Lab,12918,9,16,1600-1750,w,075B KLA,tba,M
CIS 522,Software Method I,,4.00 cr.,,11595,0,0,1100-1150,mwf,252 STB,Faulk S,M
AEIS 101,Intro Acad Oral Comm,,4.00 cr.,,10140,22,22,1600-1750,mw,214 FR,tba,!Aa
ARH 315,Hist of World Arch II,1,4.00 cr.,+ Dis,16223,0,0,tba,tba,tba,tba,
FLR 370,Folklore and Sexuality,1 IP,4.00 cr.,,16556,0,40,1400-1520,tr,276 ED,Gilman L,
INTL 260,Cul| Capital| & Global,2 IC,4.00 cr.,+ Dis,13058,18,31,0900-0950,f,189 PLC,tba,
ARCH 510,Housing Design,,3.00 cr.,,10457,0,20,1200-1320,tr,206 LA,Keyes P,M
FHS 430,Found Early Child Educ,,3.00 cr.,,12289,32,50,tba,,WEB,Moxley-South K,!MW
ARTF 368,Textile Printing,,4.00 cr.,,10718,0,15,1200-1450,mw,110 MR1,De La Paz J,!$ABM
CLAS 110,Classical Mythology,1 IP,4.00 cr.,+ Dis,11628,1,25,1400-1450,r,105 FEN,tba,
ARTD 360,Digital Imaging,,4.00 cr.,,10680,3,18,0800-1050,tr,113A MR1,Bray M,!$AM
ARCH 461,Structural Behavior,,4.00 cr.,Lecture,10409,0,65,1000-1150,mwf,177 LA,Duff S,!M
